Inventory ID,Project ID,Material Type,Quantity,Unit Price,Supplier Name,Supplier Contact,Location,Storage Location,Storage Conditions,Reorder Level,Reorder Quantity,Project Type,Project Name,Order Date,Expected Delivery Date,Actual Delivery Date,Procurement Status,Payment Status,Compliance Status,Risk Factor,Total Cost
INV-7604,PROJ-90,Tiles,1475,6.17,"Maynard, Holt and Warren",001-395-203-9941,Dubai,Dubai Investment Park (DIP),Climate-controlled,57,240,Commercial,Weber Group Development Project,02-02-2024,02-09-2025,22-07-2025,Pending,Pending,Pending,Cost Overruns,9100.75
INV-7605,PROJ-61,Tiles,2145,41.59,Murphy-Harvey,+1-570-371-8506x485,Dubai,Dubai Investment Park (DIP),Open-air,137,366,Mixed-use,Lam and Sons Development Project,10-09-2024,,,Cancelled,Pending,Non-compliant,Cost Overruns,89210.55
INV-7606,PROJ-84,Sand,2305,9.53,"Miller, Nelson and Bailey",001-473-834-2834x057,Sharjah,Al Saja'a Industrial Area,Climate-controlled,88,333,Commercial,Proctor-Moore Development Project,23-06-2024,05-04-2025,18-12-2024,Delivered,Paid,Compliant,Cost Overruns,21966.65
INV-7607,PROJ-83,Tiles,3201,30.14,Chase PLC,001-971-743-4247x0570,Sharjah,Hamriyah Free Zone,Open-air,99,445,Mixed-use,"Perez, Anderson and Morgan Development Project",06-06-2024,20-09-2025,17-07-2024,In-progress,Paid,Non-compliant,Material Shortage,96478.14
INV-7608,PROJ-87,Wood,3522,4.63,Sullivan-Sutton,(300)587-1798x11811,Sharjah,SAIF Zone,Climate-controlled,56,255,Residential,Acosta and Sons Development Project,22-01-2024,30-08-2025,08-02-2025,In-progress,Overdue,Non-compliant,Cost Overruns,16306.86
INV-7609,PROJ-45,Bricks,2836,3.89,"Miller, Nelson and Bailey",(253)361-4309x8599,Sharjah,Al Saja'a Industrial Area,Covered,152,412,Mixed-use,Fisher Inc Development Project,20-03-2024,,,Cancelled,Overdue,Pending,Material Shortage,11032.04
INV-7610,PROJ-11,Safety Equipment,601,111.7,"Barton, Johnson and Stark",+1-690-223-9442x51668,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,128,304,Commercial,White PLC Development Project,23-05-2024,11-07-2025,30-03-2025,Pending,Pending,Pending,Material Shortage,67131.7
INV-7611,PROJ-22,Paint,4365,21.01,Murphy-Harvey,-4735,Dubai,Jebel Ali Free Zone (JAFZA),Covered,92,208,Residential,Martin-Bishop Development Project,09-05-2024,,,Cancelled,Overdue,Pending,Cost Overruns,91708.65
INV-7612,PROJ-62,Glass,3311,47.03,"Mayo, Chen and Reed",(218)528-8894,Sharjah,SAIF Zone,Open-air,129,220,Residential,Crosby PLC Development Project,07-02-2024,09-07-2025,16-10-2024,Pending,Pending,Compliant,Cost Overruns,155716.33
INV-7613,PROJ-43,Bricks,329,0.66,Murphy-Harvey,653-651-8726,Sharjah,SAIF Zone,Climate-controlled,76,205,Mixed-use,"Gonzales, King and Cantrell Development Project",13-02-2024,,,Cancelled,Pending,Non-compliant,Material Shortage,217.14
INV-7614,PROJ-32,Tiles,3717,43.48,"Mayo, Chen and Reed",9087429468,Abu Dhabi,Al Ain Industrial Area,Open-air,161,258,Residential,Morrison Group Development Project,08-06-2024,02-04-2025,26-02-2025,Pending,Pending,Pending,Cost Overruns,161615.16
INV-7615,PROJ-27,Bricks,1405,7.95,Chase PLC,001-476-889-5152,Dubai,Dubai Investment Park (DIP),Open-air,131,232,Commercial,Mills and Sons Development Project,20-11-2023,15-03-2025,17-12-2024,Delivered,Paid,Pending,Delay in Delivery,11169.75
INV-7616,PROJ-80,Safety Equipment,2478,121.74,Sullivan-Sutton,2082149298,Abu Dhabi,ICAD,Covered,118,424,Mixed-use,"Anderson, Patterson and Johns Development Project",02-02-2024,,,Cancelled,Overdue,Non-compliant,Cost Overruns,301671.72
INV-7617,PROJ-44,Cement,3926,96.03,Harper Ltd,342-258-1976x170,Sharjah,Al Khan Industrial Area,Covered,195,378,Commercial,"Duffy, Luna and Rosario Development Project",30-12-2023,06-09-2025,09-03-2025,In-progress,Overdue,Pending,Cost Overruns,377013.78
INV-7618,PROJ-3,Wood,617,7.32,"Glenn, Burton and Henry",667-696-1116x931,Abu Dhabi,Al Ain Industrial Area,Covered,58,399,Commercial,"Wallace, Green and Jennings Development Project",17-09-2024,,,Cancelled,Paid,Compliant,Cost Overruns,4516.44
INV-7619,PROJ-69,Glass,823,32.59,"Barton, Johnson and Stark",(678)918-1385x307,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,116,230,Commercial,Cameron-Fuller Development Project,27-03-2024,15-12-2024,15-10-2024,Delivered,Paid,Pending,Material Shortage,26821.57
INV-7620,PROJ-66,Tiles,2350,48.99,"Brewer, Swanson and Gutierrez",(951)238-7831,Sharjah,SAIF Zone,Climate-controlled,147,497,Mixed-use,Cox Group Development Project,02-11-2023,29-01-2025,17-12-2023,Pending,Pending,Non-compliant,Cost Overruns,115126.5
INV-7621,PROJ-94,Cement,2728,85.99,Chase PLC,(658)349-4459,Dubai,Ras Al Khor Industrial Area,Covered,198,433,Residential,Wagner Inc Development Project,03-03-2024,06-04-2025,22-04-2024,In-progress,Overdue,Non-compliant,Delay in Delivery,234580.72
INV-7622,PROJ-36,Sand,1210,12.17,"Brewer, Swanson and Gutierrez",001-350-215-1127x8437,Sharjah,Hamriyah Free Zone,Open-air,143,494,Residential,Lewis-Leblanc Development Project,24-07-2024,16-02-2025,02-11-2024,Delivered,Paid,Non-compliant,Material Shortage,14725.7
INV-7623,PROJ-67,Bricks,3767,10.99,Sullivan-Sutton,(888)710-1689,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,82,397,Mixed-use,Mitchell Group Development Project,10-09-2024,,,Cancelled,Pending,Pending,Cost Overruns,41399.33
INV-7624,PROJ-55,Sand,4855,10.9,Murphy-Harvey,475-333-2876x9654,Sharjah,Al Saja'a Industrial Area,Open-air,150,273,Residential,"Robbins, Rogers and Silva Development Project",07-05-2024,,,Cancelled,Pending,Non-compliant,Cost Overruns,52919.5
INV-7625,PROJ-79,Steel,2776,716.89,Robinson Inc,589.427.3750,Abu Dhabi,Mussafah Industrial Area,Open-air,154,212,Residential,Hill-Whitney Development Project,29-01-2024,,,Cancelled,Paid,Pending,Cost Overruns,1990086.64
INV-7626,PROJ-63,Wood,4525,7.14,Robinson Inc,(408)799-6290x10764,Dubai,Dubai Silicon Oasis,Climate-controlled,81,448,Mixed-use,Young-Weber Development Project,14-10-2023,13-12-2024,29-06-2024,Pending,Paid,Pending,Material Shortage,32308.5
INV-7627,PROJ-100,Tiles,976,5.65,Clark-Adams,863.541.9967x761,Abu Dhabi,Mussafah Industrial Area,Covered,183,236,Mixed-use,"Morgan, Young and Love Development Project",07-12-2023,10-04-2025,07-08-2024,Delivered,Pending,Non-compliant,Material Shortage,5514.4
INV-7628,PROJ-36,Paint,3501,11.16,Clark-Adams,+1-640-994-8179x84488,Dubai,Al Quoz Industrial Area,Covered,151,363,Residential,Lewis-Leblanc Development Project,17-10-2023,16-08-2025,08-03-2025,Pending,Overdue,Pending,Material Shortage,39071.16
INV-7629,PROJ-13,Safety Equipment,3806,144.05,"Maynard, Holt and Warren",993-684-1515,Dubai,Dubai Investment Park (DIP),Open-air,139,427,Mixed-use,Vazquez-Roth Development Project,20-07-2024,16-06-2025,01-03-2025,Pending,Pending,Pending,Material Shortage,548254.3
INV-7630,PROJ-68,Bricks,3815,4.33,Cruz-Stuart,679.663.8509x00109,Dubai,Al Quoz Industrial Area,Covered,150,412,Commercial,Zuniga-Perry Development Project,22-11-2023,12-07-2025,17-04-2024,Delivered,Pending,Compliant,Material Shortage,16518.95
INV-7631,PROJ-41,Sand,2751,7.91,George Ltd,(673)316-4692,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Open-air,73,392,Mixed-use,Hernandez-Davis Development Project,07-05-2024,01-10-2024,06-09-2024,Delivered,Paid,Compliant,Material Shortage,21760.41
INV-7632,PROJ-20,Sand,139,8.81,"Mayo, Chen and Reed",883-337-9186,Dubai,Dubai Silicon Oasis,Covered,195,444,Mixed-use,"Johnson, Burns and Ingram Development Project",04-07-2024,31-08-2025,07-04-2025,In-progress,Pending,Non-compliant,Delay in Delivery,1224.59
INV-7633,PROJ-4,Tiles,2261,24.72,Sullivan-Sutton,001-522-921-7284x80357,Abu Dhabi,Al Ain Industrial Area,Open-air,197,252,Commercial,"Adams, Richards and Potts Development Project",09-01-2024,,,Cancelled,Paid,Pending,Material Shortage,55891.92
INV-7634,PROJ-36,Glass,3666,38.43,Murphy-Harvey,(244)557-5809,Sharjah,Al Saja'a Industrial Area,Open-air,108,333,Commercial,Lewis-Leblanc Development Project,22-12-2023,29-03-2025,08-02-2024,Delivered,Pending,Pending,Delay in Delivery,140884.38
INV-7635,PROJ-3,Steel,2324,743.19,Robinson Inc,274.693.4309x76387,Sharjah,Industrial Area 10,Open-air,188,444,Mixed-use,"Wallace, Green and Jennings Development Project",02-08-2024,17-03-2025,25-01-2025,Delivered,Pending,Pending,Material Shortage,1727173.56
INV-7636,PROJ-29,Glass,3734,35.37,"Jackson, Thomas and Duncan",426-773-5996,Dubai,Dubai Investment Park (DIP),Climate-controlled,78,492,Commercial,"Pierce, Riggs and Gutierrez Development Project",22-07-2024,21-04-2025,08-01-2025,In-progress,Overdue,Non-compliant,Material Shortage,132071.58
INV-7637,PROJ-9,Paint,254,18.74,Harper Ltd,602.502.5352x5547,Abu Dhabi,ICAD,Climate-controlled,85,223,Commercial,Harper-Vazquez Development Project,13-12-2023,07-02-2025,14-01-2025,In-progress,Overdue,Compliant,Delay in Delivery,4759.96
INV-7638,PROJ-42,Bricks,3475,12.79,Robinson Inc,375-454-4750x847,Abu Dhabi,Mussafah Industrial Area,Covered,159,305,Mixed-use,Gregory Ltd Development Project,27-02-2024,,,Cancelled,Overdue,Pending,Cost Overruns,44445.25
INV-7639,PROJ-46,Paint,517,24.68,"Maynard, Holt and Warren",561.832.3553,Dubai,Ras Al Khor Industrial Area,Open-air,100,320,Residential,"Hurst, Reid and Torres Development Project",05-10-2023,08-07-2025,10-05-2025,In-progress,Overdue,Pending,Delay in Delivery,12759.56
INV-7640,PROJ-10,Cement,3027,96.3,Sullivan-Sutton,924.533.0651x9291,Dubai,Al Quoz Industrial Area,Covered,158,304,Residential,Bell-Anderson Development Project,25-01-2024,04-12-2024,25-07-2024,In-progress,Paid,Non-compliant,Cost Overruns,291500.1
INV-7641,PROJ-59,Cement,484,86.39,"Glenn, Burton and Henry",941.807.8234,Dubai,Jebel Ali Free Zone (JAFZA),Covered,72,286,Residential,Rosario Ltd Development Project,04-12-2023,22-05-2025,17-11-2024,Pending,Overdue,Pending,Cost Overruns,41812.76
INV-7642,PROJ-97,Wood,3017,7.85,Harper Ltd,(984)573-8708,Sharjah,Hamriyah Free Zone,Open-air,104,445,Commercial,Hancock-Good Development Project,01-09-2024,14-06-2025,23-03-2025,In-progress,Pending,Pending,Delay in Delivery,23683.45
INV-7643,PROJ-93,Wood,1350,5.1,"Jackson, Thomas and Duncan",384.408.6817x46140,Abu Dhabi,ICAD,Climate-controlled,109,414,Residential,Gardner-Clements Development Project,10-10-2023,,,Cancelled,Paid,Pending,Delay in Delivery,6885
INV-7644,PROJ-13,Glass,3617,29.49,"Jackson, Thomas and Duncan",2859114825,Sharjah,Hamriyah Free Zone,Covered,117,217,Commercial,Vazquez-Roth Development Project,17-05-2024,04-03-2025,21-12-2024,In-progress,Pending,Compliant,Material Shortage,106665.33
INV-7645,PROJ-22,Safety Equipment,3437,94.11,Wade-Wilson,549.765.2067,Sharjah,Industrial Area 10,Open-air,59,485,Mixed-use,Martin-Bishop Development Project,20-11-2023,06-07-2025,13-06-2024,Delivered,Pending,Compliant,Delay in Delivery,323456.07
INV-7646,PROJ-59,Paint,1591,18.42,"Maynard, Holt and Warren",2792984212,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,195,269,Residential,Rosario Ltd Development Project,27-08-2024,27-12-2024,15-09-2024,Pending,Pending,Pending,Material Shortage,29306.22
INV-7647,PROJ-8,Bricks,3778,3.94,"Fowler, Morales and Yang",(905)232-3055,Abu Dhabi,Al Ain Industrial Area,Open-air,54,399,Commercial,Fuller-Monroe Development Project,22-08-2024,25-08-2025,08-11-2024,In-progress,Paid,Compliant,Cost Overruns,14885.32
INV-7648,PROJ-76,Glass,3740,44.03,Murphy-Harvey,366.331.7121,Abu Dhabi,Mussafah Industrial Area,Covered,51,405,Residential,Scott Ltd Development Project,14-08-2024,21-04-2025,21-08-2024,In-progress,Paid,Non-compliant,Material Shortage,164672.2
INV-7649,PROJ-11,Steel,496,979.93,Chase PLC,+1-652-874-6667x3420,Abu Dhabi,ICAD,Covered,78,280,Commercial,White PLC Development Project,10-03-2024,07-11-2024,12-10-2024,Delivered,Pending,Pending,Delay in Delivery,486045.28
INV-7650,PROJ-65,Cement,2348,86.6,"Brewer, Swanson and Gutierrez",785.958.7287x415,Abu Dhabi,ICAD,Covered,150,427,Residential,Nguyen-Reilly Development Project,24-05-2024,,,Cancelled,Overdue,Pending,Material Shortage,203336.8
INV-7651,PROJ-32,Steel,1954,709.76,Harper Ltd,539.942.9160x0609,Sharjah,Hamriyah Free Zone,Covered,186,455,Commercial,Morrison Group Development Project,18-06-2024,,,Cancelled,Overdue,Pending,Material Shortage,1386871.04
INV-7652,PROJ-58,Wood,2887,6.32,"Mayo, Chen and Reed",(302)493-0007,Dubai,Al Quoz Industrial Area,Open-air,53,476,Commercial,"Anderson, Lawrence and Kelly Development Project",31-05-2024,27-04-2025,17-06-2024,In-progress,Overdue,Compliant,Cost Overruns,18245.84
INV-7653,PROJ-75,Tiles,4551,42.99,Murphy Ltd,-6371,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,69,364,Commercial,"Smith, Reed and Washington Development Project",13-10-2023,24-08-2025,02-04-2025,Delivered,Paid,Compliant,Material Shortage,195647.49
INV-7654,PROJ-4,Cement,2762,93.74,Sullivan-Sutton,(935)687-5031x5919,Sharjah,SAIF Zone,Climate-controlled,174,219,Residential,"Adams, Richards and Potts Development Project",06-06-2024,,,Cancelled,Pending,Compliant,Cost Overruns,258909.88
INV-7655,PROJ-61,Cement,106,91.85,Murphy-Harvey,-2226,Dubai,Dubai Investment Park (DIP),Climate-controlled,76,494,Residential,Lam and Sons Development Project,26-10-2023,18-08-2025,10-03-2024,Delivered,Overdue,Pending,Cost Overruns,9736.1
INV-7656,PROJ-21,Paint,3080,19.52,Clark-Adams,8424134319,Sharjah,Industrial Area 10,Covered,105,205,Commercial,Coleman-Garcia Development Project,05-05-2024,01-02-2025,30-06-2024,Delivered,Paid,Compliant,Cost Overruns,60121.6
INV-7657,PROJ-79,Wood,4957,6.08,"Barton, Johnson and Stark",001-414-269-2230x512,Sharjah,Industrial Area 10,Covered,73,488,Mixed-use,Hill-Whitney Development Project,16-03-2024,,,Cancelled,Overdue,Non-compliant,Material Shortage,30138.56
INV-7658,PROJ-85,Glass,805,26.37,"Brewer, Swanson and Gutierrez",001-686-807-3513x019,Abu Dhabi,ICAD,Covered,120,449,Commercial,Smith Group Development Project,02-12-2023,17-04-2025,30-01-2025,Pending,Paid,Compliant,Material Shortage,21227.85
INV-7659,PROJ-22,Safety Equipment,3181,43.04,"Jackson, Thomas and Duncan",001-315-521-2763,Dubai,Ras Al Khor Industrial Area,Covered,60,297,Residential,Martin-Bishop Development Project,29-04-2024,12-08-2025,16-06-2025,In-progress,Overdue,Pending,Cost Overruns,136910.24
INV-7660,PROJ-69,Safety Equipment,4928,36.12,Hall-Green,+1-607-731-8995x22314,Abu Dhabi,Al Ain Industrial Area,Climate-controlled,95,229,Mixed-use,Cameron-Fuller Development Project,13-09-2024,26-09-2024,19-09-2024,Pending,Pending,Compliant,Cost Overruns,177999.36
INV-7661,PROJ-25,Wood,3259,4.71,"Brewer, Swanson and Gutierrez",270.782.1339,Dubai,Ras Al Khor Industrial Area,Climate-controlled,189,485,Residential,"Ruiz, Williams and Larson Development Project",07-07-2024,27-03-2025,04-10-2024,Delivered,Paid,Compliant,Delay in Delivery,15349.89
INV-7662,PROJ-8,Steel,3528,776.03,Murphy Ltd,321-752-7523x979,Dubai,Ras Al Khor Industrial Area,Climate-controlled,134,355,Mixed-use,Fuller-Monroe Development Project,13-06-2024,,,Cancelled,Pending,Pending,Material Shortage,2737833.84
INV-7663,PROJ-77,Safety Equipment,3542,43.99,"Mayo, Chen and Reed",+1-979-913-9311x05870,Sharjah,Hamriyah Free Zone,Open-air,102,349,Commercial,Ward-Davis Development Project,30-03-2024,04-08-2025,21-07-2025,Pending,Paid,Non-compliant,Delay in Delivery,155812.58
INV-7664,PROJ-95,Wood,3441,6.37,Chase PLC,+1-277-601-0369x8922,Dubai,Al Quoz Industrial Area,Climate-controlled,100,452,Mixed-use,Kim-Ross Development Project,14-05-2024,10-09-2025,05-06-2025,Pending,Overdue,Compliant,Cost Overruns,21919.17
INV-7665,PROJ-59,Tiles,2552,10.55,Robinson Inc,001-672-421-4589x693,Dubai,Jebel Ali Free Zone (JAFZA),Open-air,162,474,Residential,Rosario Ltd Development Project,30-08-2024,14-02-2025,14-02-2025,Delivered,Overdue,Pending,Cost Overruns,26923.6
INV-7666,PROJ-31,Glass,2211,44.69,"Miller, Nelson and Bailey",001-892-207-0397x643,Sharjah,Al Saja'a Industrial Area,Open-air,77,300,Commercial,Morrison LLC Development Project,18-10-2023,26-10-2024,21-02-2024,Delivered,Overdue,Compliant,Material Shortage,98809.59
INV-7667,PROJ-2,Glass,1342,46.19,"Miller, Nelson and Bailey",001-747-777-8817x83585,Sharjah,Hamriyah Free Zone,Open-air,199,259,Mixed-use,"Hawkins, Curtis and Perkins Development Project",19-02-2024,,,Cancelled,Paid,Pending,Delay in Delivery,61986.98
INV-7668,PROJ-95,Safety Equipment,4758,149.87,"Jackson, Thomas and Duncan",674.788.6511,Sharjah,Al Saja'a Industrial Area,Covered,183,277,Residential,Kim-Ross Development Project,16-02-2024,11-09-2025,18-08-2024,Pending,Overdue,Compliant,Material Shortage,713081.46
INV-7669,PROJ-79,Bricks,1694,14.85,Chase PLC,001-457-917-1840x545,Dubai,Dubai Silicon Oasis,Covered,151,217,Mixed-use,Hill-Whitney Development Project,17-04-2024,22-08-2025,09-06-2025,In-progress,Overdue,Pending,Material Shortage,25155.9
INV-7670,PROJ-29,Glass,424,39.5,Harper Ltd,358.667.9563,Abu Dhabi,Mussafah Industrial Area,Climate-controlled,194,269,Mixed-use,"Pierce, Riggs and Gutierrez Development Project",10-11-2023,25-03-2025,19-01-2025,In-progress,Overdue,Compliant,Cost Overruns,16748
INV-7671,PROJ-58,Safety Equipment,2383,53.87,"Miller, Nelson and Bailey",+1-651-304-8818x98187,Sharjah,Al Khan Industrial Area,Open-air,98,297,Residential,"Anderson, Lawrence and Kelly Development Project",23-08-2024,21-02-2025,17-02-2025,Pending,Paid,Non-compliant,Delay in Delivery,128372.21
INV-7672,PROJ-34,Safety Equipment,2134,39.75,Murphy Ltd,001-505-345-0882,Abu Dhabi,ICAD,Covered,127,216,Mixed-use,"Lane, Elliott and Taylor Development Project",12-01-2024,23-05-2025,06-03-2025,Pending,Pending,Non-compliant,Material Shortage,84826.5
INV-7673,PROJ-70,Bricks,105,2.51,"Glenn, Burton and Henry",467.383.7313x939,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Covered,162,254,Residential,Alvarez PLC Development Project,15-04-2024,,,Cancelled,Overdue,Compliant,Cost Overruns,263.55
INV-7674,PROJ-82,Paint,4270,25,Cruz-Stuart,318-264-0799x740,Abu Dhabi,Khalifa Industrial Zone Abu Dhabi (KIZAD),Climate-controlled,185,216,Residential,Schaefer Inc Development Project,26-04-2024,05-04-2025,01-05-2024,Pending,Overdue,Pending,Cost Overruns,106750
INV-7675,PROJ-65,Safety Equipment,3952,76.67,"Maynard, Holt and Warren",-4165,Sharjah,Al Khan Industrial Area,Open-air,125,263,Residential,Nguyen-Reilly Development Project,14-07-2024,20-09-2025,11-09-2025,In-progress,Pending,Pending,Cost Overruns,302999.84
INV-7676,PROJ-32,Tiles,4254,32.86,"Glenn, Burton and Henry",508-247-7072,Dubai,Jebel Ali Free Zone (JAFZA),Climate-controlled,94,428,Residential,Morrison Group Development Project,29-03-2024,10-03-2025,31-08-2024,Delivered,Pending,Non-compliant,Cost Overruns,139786.44
INV-7677,PROJ-78,Safety Equipment,1125,139.7,Chase PLC,393-884-2817x4237,Abu Dhabi,Mussafah Industrial Area,Open-air,152,408,Mixed-use,Spencer-Lucas Development Project,09-10-2023,,,Cancelled,Pending,Non-compliant,Delay in Delivery,157162.5
INV-7678,PROJ-57,Bricks,2819,14.13,Cruz-Stuart,001-856-821-8973x10684,Sharjah,Al Saja'a Industrial Area,Open-air,152,339,Commercial,Bishop PLC Development Project,26-04-2024,,,Cancelled,Pending,Compliant,Delay in Delivery,39832.47
INV-7679,PROJ-17,Cement,1511,94.68,Murphy-Harvey,352.535.1665,Dubai,Dubai Investment Park (DIP),Open-air,165,327,Residential,Cummings Inc Development Project,12-04-2024,,,Cancelled,Paid,Compliant,Material Shortage,143061.48
INV-7680,PROJ-66,Cement,2575,85.93,Harper Ltd,946.619.7953,Abu Dhabi,Mussafah Industrial Area,Covered,200,478,Mixed-use,Cox Group Development Project,25-01-2024,26-01-2025,21-01-2025,Delivered,Overdue,Pending,Material Shortage,221269.75
INV-7681,PROJ-38,Tiles,1191,9.51,Clark-Adams,450-434-8935x28786,Dubai,Ras Al Khor Industrial Area,Open-air,135,249,Residential,May PLC Development Project,26-09-2023,,,Cancelled,Paid,Pending,Delay in Delivery,11326.41
INV-7682,PROJ-5,Cement,2535,94.57,"Brewer, Swanson and Gutierrez",743.964.2913,Sharjah,SAIF Zone,Climate-controlled,191,252,Commercial,Woods Group Development Project,20-05-2024,09-07-2025,18-11-2024,Delivered,Paid,Non-compliant,Material Shortage,239734.95
INV-7683,PROJ-37,Tiles,4366,5.6,"Fowler, Brown and White",001-392-833-8667x9483,Sharjah,Industrial Area 10,Climate-controlled,143,429,Residential,Benitez-Tucker Development Project,15-02-2024,,,Cancelled,Overdue,Pending,Delay in Delivery,24449.6
INV-7684,PROJ-54,Paint,1050,15.3,Hall-Green,001-344-803-5836x44059,Dubai,Ras Al Khor Industrial Area,Climate-controlled,187,274,Mixed-use,Pennington and Sons Development Project,28-06-2024,02-10-2024,22-07-2024,Pending,Paid,Compliant,Delay in Delivery,16065
